chemical	name	molecular_weight	SMILES_string
CIDs18647614	SCHEMBL7922153	306.22958	CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
CIDs22840180	SCHEMBL4570537	306.22958	CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
CIDs25143696	(1S)-1-[1,1,2,2,3,3-hexadeuterio-3-(dimethylamino)propyl]-1-(2,3,5,6-tetradeuterio-4-fluoro-phenyl)phthalan-5-carbonitrile	334.453561	CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
CIDs25143697	(S)-Citalopram-d6 Oxalate	330.428914	CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
CIDs25143698	(1S)-1-(4-fluorophenyl)-1-[1,1,2,2,3,3-hexadeuterio-3-(dimethylamino)propyl]phthalan-5-carbonitrile	330.428914	CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
CIDs25143699	(1S)-1-[3-(dimethylamino)propyl]-1-(2,3,5,6-tetradeuterio-4-fluoro-phenyl)phthalan-5-carbonitrile	328.41659	CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
CIDs25143700	(1S)-3,4,6-trideuterio-1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)phthalan-5-carbonitrile	327.410429	CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
CIDs25143841	(1S)-1-[3-[bis(trideuteriomethyl)amino]-1,1,2,2,3,3-hexadeuterio-propyl]-1-(4-fluorophenyl)phthalan-5-carbonitrile	336.465885	CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
CIDs25144252	(1S)-1-[3-[bis(trideuteriomethyl)amino]-1,1,2,2,3,3-hexadeuterio-propyl]-1-(2,3,5,6-tetradeuterio-4-fluoro-phenyl)phthalan-5-carbonitrile	340.490532	CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
CIDs25144253	(1S)-1-[3-[bis(trideuteriomethyl)amino]propyl]-3,4,6-trideuterio-1-(4-fluorophenyl)phthalan-5-carbonitrile	333.447399	CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
CIDs25144387	(1S)-1-[3-[bis(trideuteriomethyl)amino]-1,1,2,2,3,3-hexadeuterio-propyl]-3,3,4,6,7-pentadeuterio-1-(2,3,5,6-tetradeuterio-4-fluoro-phenyl)phthalan-5-carbonitrile	345.521341	CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
CIDs25144389	(1S)-3,4,6-trideuterio-1-[3-(dimethylamino)propyl]-1-(2,3,5,6-tetradeuterio-4-fluoro-phenyl)phthalan-5-carbonitrile	331.435076	CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
CIDs25144533	(1S)-1-[3-[bis(trideuteriomethyl)amino]propyl]-3,4,6-trideuterio-1-(2,3,5,6-tetradeuterio-4-fluoro-phenyl)phthalan-5-carbonitrile	337.472046	CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
CIDs25144534	(1S)-7-deuterio-1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)phthalan-5-carbonitrile	325.398105	CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
CIDs25144535	(1S)-3,3,4,6,7-pentadeuterio-1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)phthalan-5-carbonitrile	329.422752	CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
CIDs25144679	(1S)-1-[3-[bis(trideuteriomethyl)amino]-1,1,2,2,3,3-hexadeuterio-propyl]-3,3,4,6-tetradeuterio-1-(4-fluorophenyl)phthalan-5-carbonitrile	340.490532	CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
CIDs25209580	dimethyl-[(1S)-3-(1-naphthoxy)-1-(2,3,4,5,6-pentadeuteriophenyl)propyl]amine	310.444229	CN(C)C(CCOC1=CC=CC2=CC=CC=C21)C3=CC=CC=C3
CIDs25216637	(1S,4S)-4-(3,4-dichloro-2,5,6-trideuterio-phenyl)-N-methyl-tetralin-1-amine	309.248065	CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
CIDs25216769	(1S,4S)-1,2,2,3,3,4,5,6,7,8-decadeuterio-4-(3,4-dichloro-2,5,6-trideuterio-phenyl)-N-(trideuteriomethyl)tetralin-1-amine	322.328168	CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
CIDs25216770	deuterio-[(1S,4S)-4-(3,4-dichlorophenyl)tetralin-1-yl]-methyl-amine	307.235742	CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
CIDs25216771	(1S,4S)-5,6,7,8-tetradeuterio-4-(3,4-dichlorophenyl)-N-methyl-tetralin-1-amine	310.254227	CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
CIDs25216772	(1S,4S)-N,1,2,2,3,3,4,5,6,7,8-undecadeuterio-4-(3,4-dichloro-2,5,6-trideuterio-phenyl)-N-(trideuteriomethyl)tetralin-1-amine	323.33433	CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
CIDs25216773	(1S,4S)-5,6,7,8-tetradeuterio-4-(3,4-dichloro-2,5,6-trideuterio-phenyl)-N-methyl-tetralin-1-amine	313.272712	CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
CIDs25216774	CTK8G2835	309.248065	CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
CIDs25216903	(1S,4S)-1-deuterio-4-(3,4-dichlorophenyl)-N-methyl-tetralin-1-amine	307.235742	CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
CIDs25216904	(1S,4S)-1,4,5,6,7,8-hexadeuterio-4-(3,4-dichloro-2,5,6-trideuterio-phenyl)-N-(trideuteriomethyl)tetralin-1-amine	318.303521	CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
CIDs25222712	SCHEMBL3074820	333.39005	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs25254386	[(1S)-1,2,2,3,3-pentadeuterio-3-(2,3,4,5,6,7,8-heptadeuterio-1-naphthoxy)-1-(2,3,4,5,6-pentadeuteriophenyl)propyl]-bis(trideuteriomethyl)amine	328.555141	CN(C)C(CCOC1=CC=CC2=CC=CC=C21)C3=CC=CC=C3
CIDs25254387	Dapoxetine-d6 Hydrochloride	311.450391	CN(C)C(CCOC1=CC=CC2=CC=CC=C21)C3=CC=CC=C3
CIDs25254388	dimethyl-[(1S)-1,2,2,3,3-pentadeuterio-3-(1-naphthoxy)-1-phenyl-propyl]amine	310.444229	CN(C)C(CCOC1=CC=CC2=CC=CC=C21)C3=CC=CC=C3
CIDs25254389	[(1S)-3-(2,3,4,5,6,7,8-heptadeuterio-1-naphthoxy)-1-phenyl-propyl]-dimethyl-amine	312.456552	CN(C)C(CCOC1=CC=CC2=CC=CC=C21)C3=CC=CC=C3
CIDs44274603	AC-16239	329.365403	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs45038689	Citalopram-d6	330.428914	CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
CIDs53232495	SCHEMBL12538567	331.377727	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs53232496	SCHEMBL12538624	335.402374	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs53232604	(3S,4R)-2,2,6,6-tetradeuterio-3-[(2,2-dideuterio-1,3-benzodioxol-5-yl)oxymethyl]-4-(4-fluorophenyl)piperidine	335.402374	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs53316721	[3H]-paroxetine	331.373512	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs53325928	[3H]-Citalopram	326.400052	CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
CIDs54284719	d, fluoxetine	310.332291	CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
CIDs54390675	SCHEMBL7736571	306.22958	CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
CIDs57608878	SCHEMBL13915015	307.235742	CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
CIDs58287322	SCHEMBL12538062	335.402374	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287324	SCHEMBL12538293	340.433183	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287325	SCHEMBL12538022	334.396212	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287326	SCHEMBL12538001	333.39005	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287327	SCHEMBL12538087	337.414697	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287328	SCHEMBL12538199	341.439345	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287329	SCHEMBL12538205	339.427021	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287331	SCHEMBL12538368	342.445506	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287332	SCHEMBL12538291	338.420859	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287333	SCHEMBL12538466	341.439345	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287334	SCHEMBL12538206	341.439345	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287336	SCHEMBL12538217	338.420859	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287338	SCHEMBL12538290	340.433183	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287339	SCHEMBL12538246	342.445506	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287340	SCHEMBL12538057	336.408536	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287341	SCHEMBL12538122	337.414697	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287342	SCHEMBL12538030	338.420859	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287344	SCHEMBL12538142	340.433183	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287345	SCHEMBL12538051	338.420859	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287347	SCHEMBL12538002	334.396212	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287348	SCHEMBL12538190	337.414697	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287349	SCHEMBL12538511	340.433183	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287350	SCHEMBL12538045	337.414697	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287353	SCHEMBL12538044	336.408536	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287354	SCHEMBL12538071	336.408536	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287355	SCHEMBL12538033	336.408536	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287356	SCHEMBL12538231	341.439345	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287357	SCHEMBL12538545	331.377727	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287358	SCHEMBL12538317	339.427021	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287359	SCHEMBL12538023	335.402374	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287360	SCHEMBL12538326	342.445506	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287361	SCHEMBL12538040	333.39005	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287362	SCHEMBL12538536	344.45783	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287363	SCHEMBL12538180	338.420859	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287364	SCHEMBL12538028	335.402374	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287365	SCHEMBL12538309	338.420859	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287367	SCHEMBL12538197	340.433183	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287368	SCHEMBL12538320	341.439345	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287369	SCHEMBL12538160	339.427021	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287370	SCHEMBL12538324	342.445506	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287371	SCHEMBL12538014	334.396212	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287372	SCHEMBL12538179	338.420859	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287373	SCHEMBL12538063	336.408536	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287374	SCHEMBL12538211	338.420859	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287375	SCHEMBL12538297	342.445506	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287377	SCHEMBL12538224	340.433183	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287379	SCHEMBL12538388	339.427021	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287380	SCHEMBL12537999	332.383889	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287381	SCHEMBL12538265	340.433183	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287382	SCHEMBL12538007	336.408536	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287384	SCHEMBL12538017	334.396212	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287385	SCHEMBL12538398	340.433183	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287387	SCHEMBL12538387	342.445506	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287388	SCHEMBL12538021	333.39005	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287389	SCHEMBL12538300	339.427021	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287390	SCHEMBL12538306	339.427021	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287391	SCHEMBL12538261	341.439345	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287392	SCHEMBL12538198	338.420859	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287393	SCHEMBL12538311	341.439345	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287394	SCHEMBL12538046	336.408536	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287395	SCHEMBL12538067	335.402374	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287396	SCHEMBL12538112	339.427021	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287397	SCHEMBL12538285	343.451668	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287398	SCHEMBL12538043	336.408536	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287399	SCHEMBL12538235	339.427021	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287400	SCHEMBL12538089	337.414697	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287401	SCHEMBL12538088	337.414697	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287402	SCHEMBL12538102	340.433183	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287403	SCHEMBL12538407	343.451668	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287404	SCHEMBL12538077	338.420859	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287405	SCHEMBL12538524	337.414697	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287406	SCHEMBL12538295	340.433183	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287407	SCHEMBL12538237	341.439345	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287408	SCHEMBL12538097	339.427021	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287409	SCHEMBL12538201	338.420859	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287411	SCHEMBL12538072	337.414697	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287412	SCHEMBL12538026	335.402374	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287413	SCHEMBL12538209	337.414697	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287414	SCHEMBL12538010	337.414697	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287415	SCHEMBL12538212	335.402374	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287416	SCHEMBL12538061	335.402374	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287417	SCHEMBL12538343	341.439345	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287418	SCHEMBL12538281	337.414697	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287419	SCHEMBL12538203	338.420859	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287420	SCHEMBL12538288	341.439345	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287421	SCHEMBL12538204	337.414697	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287422	SCHEMBL12538477	345.463992	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287423	SCHEMBL12538064	337.414697	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287425	SCHEMBL12538472	344.45783	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287426	SCHEMBL12538379	342.445506	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287427	SCHEMBL12538191	340.433183	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287428	SCHEMBL12538055	335.402374	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287429	SCHEMBL12538078	338.420859	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287431	SCHEMBL12538167	339.427021	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287432	SCHEMBL12538537	343.451668	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287433	SCHEMBL12538330	343.451668	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287434	SCHEMBL12538207	338.420859	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287435	SCHEMBL12538316	339.427021	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287436	SCHEMBL12538034	333.39005	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287437	SCHEMBL12538015	335.402374	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287438	SCHEMBL12538066	336.408536	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287440	SCHEMBL12538608	335.402374	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287441	SCHEMBL12538163	336.408536	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287442	SCHEMBL12538060	334.396212	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287443	SCHEMBL12538227	339.427021	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287444	SCHEMBL12538056	339.427021	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CIDs58287446	SCHEMBL12538303	339.427021	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
